REMOTE_PORT,LATENCY,THROUGHPUT,ANOMALY
21,15.94287532482238,16.20299807446642,0
20,12.66645094909174,15.8990837351338,1
80,13.89454962300191,12.95800821585463,0
21,13.62081291712303,15.45947525058772,0
21,15.70548484709227,15.33956526603583,0
23,15.59318972857327,15.61238105671215,0
21,15.48906754712418,15.64087368177291,0
80,15.52704801171451,15.63568031226173,0
21,14.07506707358789,15.76531532927648,0
53,12.95364954381841,15.82328512087584,0
20,12.88787444214799,15.07607810133002,0
80,16.02178960565569,16.25746991816081,0
80,15.9262927071427,16.29725072434191,0
21,12.46559400363085,15.16321211753596,0
21,15.08466278107714,15.44192203204038,0
80,15.53717522545769,15.24224248113181,0
21,15.22250851601845,15.42386187610343,0
21,15.51908495978717,14.09871698993444,0
21,13.11971433616167,15.66081845898369,0
443,13.04681516870484,15.7411524132184,0
20,13.4085201853932,13.76326960024047,0
21,15.19591481245491,15.85318112982812,0
21,15.91470076531303,16.17425986715807,0
21,13.5766996051752,15.04284943755652,0
21,14.02240250750028,13.40646893666083,0
53,12.82213163903098,15.22318782380161,0
20,15.6763661470048,15.89169137219994,0
21,15.94287532482238,16.20299807446642,0
20,12.66645094909174,15.8990837351338,1
80,13.89454962300191,12.95800821585463,0
21,13.62081291712303,15.45947525058772,0
21,15.70548484709227,15.33956526603583,0
23,15.59318972857327,15.61238105671215,0
21,15.48906754712418,15.64087368177291,0
80,15.52704801171451,15.63568031226173,0
21,14.07506707358789,15.76531532927648,0
53,12.95364954381841,15.82328512087584,0
20,12.88787444214799,15.07607810133002,0
23,15.5108889424642,15.30465148682366,0
443,15.16262426407451,15.3938896849634,0
21,13.260655152992,15.48016214411599,0
80,15.25273350867239,15.03134360663839,0
21,12.92124446791387,13.19321540142361,0
443,13.852431292546,13.33213110580615,0
21,14.06856800302965,13.19821236714215,0
21,13.25206981975186,15.36846390294601,0
21,13.70449633962696,13.21431301976872,0
21,15.5087472134072,15.46051652161006,0
80,15.69042695638351,16.48168851978138,0
21,12.95598191982515,12.43703005897334,0
80,13.59312604041728,15.84189902611636,0
21,15.12874638631439,17.14981222613881,0
21,15.26705036670259,15.67551973639503,0
21,15.6614505451442,15.70146451457414,0
21,15.33962672797097,15.49202297710026,0
21,15.2761765458781,15.70590693250814,0
20,15.86049072335336,15.59000779027686,0
20,15.71651844926282,15.73369667477785,0
443,13.83454699853918,16.17138034441191,0
21,16.00076179182642,15.69232970320203,0
80,15.12702715242892,15.91462774747984,0
21,13.84578546855034,15.34139348861173,0
21,15.41426110064101,16.24243182463628,1
21,13.25273726696165,15.00861363933526,0
20,13.66840226015763,15.35886035673854,0
443,13.77534773921765,15.73808512203812,0
21,15.12582342640922,15.92980922624493,0
21,15.54724604324321,15.6333944514067,0
21,14.04258077112493,15.53622696521789,0
21,15.12648161131633,15.34467591276852,0
443,15.26324658304056,15.89556918087115,0
80,15.77324331862399,15.25299473774317,0
23,15.20969933686442,16.14572569071713,0
21,15.10414479623351,15.1605045637764,0
21,15.89828286381979,15.62105187028486,0
21,13.47473582792461,15.59307141917535,0
80,13.77637601475249,15.99194426684731,0
21,12.82770875129005,15.67136906874635,0
21,13.67165486007913,15.11954159126301,0
21,15.38704283906103,15.56936935237784,0
21,15.54320933642332,15.51543150058866,0
21,13.85306094119846,15.60672436869602,0
21,13.62525245784644,15.45209462876985,0
20,15.0157784412311,15.91664093008973,0
21,13.83645753449745,15.24940725360926,0
21,15.22694438547307,15.3479843622948,0
80,13.23742625416296,15.61058751286003,0
21,13.38482919115422,15.7331933025011,0
80,13.87130103241151,15.97399468636979,0
80,13.74951530855867,15.26803135994583,0
21,15.69914333094722,16.05595814533895,0
21,15.80580490719942,15.33258926354469,0
21,15.17222942648117,16.70624397729834,0
21,11.24915511828765,15.13295896107001,0
21,13.88773906521638,15.48548132472444,0
21,15.3258701791002,16.58524064023295,0
443,12.97517063349011,15.1505677140184,0
21,15.07427780835002,17.21973519125371,0
21,15.1620256369139,17.83351945487566,0
21,12.23970014041095,15.72866833837743,0
21,15.82555960703615,15.94500684833057,0
80,13.09763368416417,16.23036500469445,0
21,13.85758877756093,15.03526838191721,0
443,12.39445846815594,15.64448216946588,0
21,15.32186557845068,15.52890629439163,0
80,15.82965092460402,15.71619455432355,0
21,15.80177302202355,16.01808914480403,0
80,15.69751200330076,15.11198748714029,0
20,15.70598656653535,16.46040295414171,0
443,13.59156859810395,15.91975097196414,0
80,12.29984538869378,15.77119467910275,0
21,13.3990474777037,16.11912910518291,0
80,15.13112869806696,15.90031130320181,0
21,15.38581197702793,15.71453967469415,0
23,15.45487421920634,15.4404224240544,0
21,15.52502523459987,16.78653607805479,0
21,15.31499528329094,15.56835427536349,0
21,15.03034873517879,15.6633618769716,0
21,15.42312994571211,15.94109334872472,0
21,13.63615118835241,15.96411634434718,0
21,15.53477942776931,13.35611764012331,0
80,15.61566223678644,14.04241034694619,0
21,13.08085544352481,15.0284594118694,0
21,15.93928677902786,15.54933745884242,0
20,16.0271266262212,15.70965830468461,0
80,15.31925037139242,15.11762658185582,0
23,15.86153307492049,15.28458412390706,0
20,15.01432032507764,16.77971266133154,0
21,13.40765469906171,15.60041190939531,0
80,13.0795973186072,15.19389917316378,0
20,12.68820688788819,13.70109597020173,0
21,15.19232756586644,15.36498178724437,0
21,15.86589365075524,15.47138789706538,0
21,13.39350297747264,15.34389892642248,0
21,13.58659142682796,15.39148496395445,0
21,13.10219289551651,15.3760326021477,0
21,15.54176555566262,16.37233995317341,0
80,15.25602703003231,15.0423494965284,0
20,16.16754760471493,16.36145253974863,0
23,13.63292362573135,13.62886893815872,0
21,15.65349334618363,15.97649220824924,0
21,12.61911799757794,16.77214314245786,0
80,13.03427729514449,15.25689090988086,0
80,10.85940051666349,15.47914434225415,0
20,12.93486070587027,15.60746677979927,0
21,14.0922676551586,15.96212808248882,0
21,12.57248704338531,15.1972734968139,0
80,15.68266703007037,16.22123922102406,0
23,13.2125815156299,15.3518273677709,0
80,13.89975002194823,15.52445650352669,0
20,13.4662664096024,13.65765529406475,0
20,13.13166385488746,15.79882584075226,0
21,15.35439254719252,15.02329268379058,0
21,13.55329410888779,13.73218768633878,0
21,12.89628429130503,15.80983707085099,0
80,15.37264883162727,15.95148191190331,0
23,13.58869050224715,15.19778174710474,0
80,12.26002251889708,15.61364103922988,0
80,13.66602493759934,16.44517365387813,0
20,15.34554567080519,15.44883765222099,0
21,15.60667497581217,15.77655361118647,0
21,14.04369523977195,16.57440586446113,0
53,15.04899502017924,15.39078838248393,0
21,15.06857464220482,15.62364257375797,0
21,15.88890082127304,16.33705609429303,0
80,14.07601419894874,15.84206442894244,0
443,10.88221341356124,13.46166188373757,0
21,14.00920312008345,15.97657577218348,0
23,12.36776146202978,15.14204982137499,0
443,15.15765639256333,15.51933856946829,0
53,15.3376951724287,15.23319145087297,0
21,13.55057689653119,15.73044061233337,0
21,13.57918656724497,15.47264441338775,0
80,15.24479089854792,15.0850911865811,0
21,15.33086296717245,15.71142599198902,0
80,15.91714892779239,15.15651432878437,0
21,13.85421253890297,15.32125758133508,0
21,15.08736591098981,15.30728373787297,0
20,12.63610997338858,15.65066101888946,0
21,15.36282756033598,13.87195409310256,0
21,15.50066606012271,15.61759024545319,0
21,14.06984547008964,16.17341605305203,0
21,15.13133128099397,15.28924849061305,0
23,15.15300231315136,15.01362830007739,0
20,13.31011939341444,15.39060274697614,0
21,15.25712172586539,15.29705004451436,0
443,13.71613134707139,13.52733470384027,0
21,15.70094057818437,15.99611428697285,0
21,12.87853442397187,13.20174479842375,0
23,13.69916365173765,15.41800069841461,0
22,15.01609081001448,15.82165925226776,0
80,15.5899650464961,16.38090675134464,0
443,15.00784342040606,15.50954333819685,0
21,15.05950746445452,13.75788684204651,0
21,15.46114683681014,13.34425721343066,0
21,15.64474777063343,15.03905866347516,0
21,13.85478898285457,15.86614260965412,0
23,15.2814175097121,15.02340696081207,0
21,15.93304554162803,15.32639552072927,0
80,13.38943515399727,15.36513422537798,0
21,15.14088666467278,14.07440554314796,0
21,15.84487049785213,15.01695105963744,0
20,12.70489590338878,15.27293037161499,0
21,15.95353525235777,15.73218902472499,0
80,15.28114117782965,15.61262377516035,0
21,13.06799073973982,15.83286345035982,0
21,13.60279699846308,12.20295198971654,0
80,12.68816488185228,15.70141680713469,0
20,13.88291727981215,15.11808370066965,0
21,15.016482216113,15.33509982485053,0
80,15.36576550135049,15.82610475260424,0
21,13.57764756126836,15.88045533202498,0
80,13.3918924208501,15.34497756139911,0
80,13.69362090262048,15.92189939882443,0
443,13.7693080678919,16.51310530416839,0
20,13.44404345182867,15.07922662749323,0
443,15.0317928593353,15.40986664465888,0
80,13.70946840229293,15.58676798397279,0
80,16.50656640573653,15.22029747467542,0
21,12.20423230665472,15.32106064914233,0
80,15.8819298948981,16.36162230554352,0
53,15.15030999546341,15.14972042192441,0
21,11.78759609450762,15.55034168613148,0
23,12.88388298331717,15.57250347912669,0
21,13.62023705917705,16.42369250161395,0
21,15.53049363223479,15.44664319460541,0
21,12.64616608049998,15.10838775257841,0
80,15.54763373107359,16.43238820991158,0
20,15.4007699774828,15.21258204276164,0
21,15.21058389990948,15.93547994178749,0
443,15.06173440367518,15.11740665636805,0
23,15.86214589875373,15.70177771082854,0
20,15.40451989437227,15.34490711864667,0
21,13.79430574831448,15.68727111247282,0
21,15.63390271757003,16.30082803685785,0
21,12.45687580804446,15.54617986485219,0
443,14.09759772841731,16.73594542008409,0
443,12.93253733568772,12.62389976814524,0
80,13.70345190616539,15.71480993356161,0
443,13.12395594125503,15.44848980937747,0
21,13.70691009423219,15.09233539217894,0
21,13.02489337092878,15.25050251544228,0
21,15.53425534561566,15.76596516545384,0
21,13.25186260458783,16.3225231885698,0
21,13.23657554891477,15.33696609589177,0
80,12.1297131595538,12.66688846478064,0
80,15.3808873556303,16.03087164666765,0
80,15.89239721601976,15.52399453253037,0
21,13.75107909980303,13.64320737566979,0
21,13.35730012174231,13.42431786138274,0
21,13.08559089708043,15.86775905977197,0
21,13.6117330216296,15.86806413838196,0
21,15.1776173709485,14.04354188009321,0
80,14.04456588767872,15.28746897631645,0
21,13.22531906267953,14.0598546965538,0
21,14.04151500958564,15.76023193066396,0
21,15.39066478902675,15.71412823472551,0
21,13.17642606705518,13.67395694240669,0
21,13.38689005901117,15.66536821990745,0
20,15.15888821036137,15.78211270885843,0
80,15.55599224830758,15.04946255637684,0
21,15.62692885570043,15.29592015439668,0
21,13.28624407169681,15.6581260669439,0
20,13.7054823515179,15.1716943145893,0
80,15.3109896419094,16.25419059506493,0
80,13.53597112272297,15.77020127180871,0
21,15.80103055297733,13.70813140471321,0
80,13.77274485542839,15.64955360893938,0
21,13.76510156692244,15.02311286948475,0
80,15.05349835921094,14.03946896423697,0
21,15.30905390162218,16.04190604522437,0
80,13.15523771144825,16.9212211680188,0
21,12.69940390796505,14.09916733869651,0
80,15.3679922537568,16.75782353966251,0
20,13.2632541853177,15.09898705600851,0
80,11.91253508924009,15.61325734486844,0
21,13.37000592461161,15.16268143261131,0
21,15.99450697482097,15.4532938283601,0
21,14.04764860588238,13.77083846575649,0
21,15.96982662482653,15.59222552688896,0
80,15.75068711060737,15.46889187883478,0
22,13.33027919659259,15.34699591207669,0
21,13.05002153442813,15.68726188711367,0
80,13.77642646984253,15.23618563920568,0
21,15.17426585206286,15.5095749119089,0
21,15.21251759323552,15.08270517066944,0
21,13.82089482923982,15.61146315929325,0
21,15.12355955034152,15.95509753853501,0
20,15.54752171050364,15.85861945287413,0
21,15.09944359402792,16.03131199865159,0
80,15.57730180008498,15.25667659137451,0
20,15.52331832390665,15.2300499886642,0
21,15.30044704017983,15.26643299159799,0
21,15.55839285912062,15.48691913661183,0
21,15.22494186934392,15.86117827216267,0
80,12.04029344338111,13.34483350304919,0
80,13.07931049306772,9.347878119065356,1
21,21.7271340215587,4.126232224310076,1
21,12.4766288158932,15.4593696654036,1
21,19.5825727723877,10.4116189967773,1
21,23.33986752737173,16.29887355272053,1
20,18.2611884383863,17.9783089957873,1
80,4.752612823293772,24.35040724802435,1
21,15.41426110064101,16.24243182463628,1
21,13.25273726696165,15.00861363933526,0
20,13.66840226015763,15.35886035673854,0
443,13.77534773921765,15.73808512203812,0
21,15.12582342640922,15.92980922624493,0
21,15.54724604324321,15.6333944514067,0
21,14.04258077112493,15.53622696521789,0
21,15.12648161131633,15.34467591276852,0
443,15.26324658304056,15.89556918087115,0
80,15.77324331862399,15.25299473774317,0
23,15.20969933686442,16.14572569071713,0
21,15.10414479623351,15.1605045637764,0
21,15.89828286381979,15.62105187028486,0
20,13.4085201853932,13.76326960024047,0
21,15.19591481245491,15.85318112982812,0
21,15.91470076531303,16.17425986715807,0
21,13.5766996051752,15.04284943755652,0
21,14.02240250750028,13.40646893666083,0
53,12.82213163903098,15.22318782380161,0
20,15.6763661470048,15.89169137219994,0
21,15.94287532482238,16.20299807446642,0
20,12.66645094909174,15.8990837351338,1
80,13.89454962300191,12.95800821585463,0
21,13.62081291712303,15.45947525058772,0
21,15.70548484709227,15.33956526603583,0
23,15.59318972857327,15.61238105671215,0
21,15.48906754712418,15.64087368177291,0
80,15.52704801171451,15.63568031226173,0
21,14.07506707358789,15.76531532927648,0
21,12.23970014041095,15.72866833837743,0
21,15.82555960703615,15.94500684833057,0
80,13.09763368416417,16.23036500469445,0
21,13.85758877756093,15.03526838191721,0
443,12.39445846815594,15.64448216946588,0
21,15.32186557845068,15.52890629439163,0
80,15.82965092460402,15.71619455432355,0
21,15.80177302202355,16.01808914480403,0
80,15.69751200330076,15.11198748714029,0
20,15.70598656653535,16.46040295414171,0
443,13.59156859810395,15.91975097196414,0
80,12.29984538869378,15.77119467910275,0
21,13.3990474777037,16.11912910518291,0
80,15.13112869806696,15.90031130320181,0
21,15.38581197702793,15.71453967469415,0
23,15.45487421920634,15.4404224240544,0
21,15.52502523459987,16.78653607805479,0
21,15.31499528329094,15.56835427536349,0
21,15.03034873517879,15.6633618769716,0
21,15.42312994571211,15.94109334872472,0
21,13.63615118835241,15.96411634434718,0
21,15.53477942776931,13.35611764012331,0
443,15.06146043109355,15.54908874282629,0
80,13.38988671215899,15.56202141787754,0
443,13.39350474623341,15.62698794188875,0
21,14.07900926099814,13.28061494266342,0
20,14.04791258723419,15.46583828507579,0
443,14.06176145283657,15.75182421254904,0
80,15.45899735355037,15.07018562997125,0
21,15.58476371878708,15.82743423785702,0
21,12.07427073619131,13.06711089796514,0
21,13.54912940444922,15.53827676982062,0
80,13.89625041879221,15.78776303583677,0
80,15.96991942049244,16.51830493015889,0
21,15.2557659665841,15.29427277420701,0
80,15.33425000108006,16.12469988952639,0
80,15.63504869777692,16.49094476663806,0
443,13.04681516870484,15.7411524132184,0
20,13.4085201853932,13.76326960024047,0
21,15.19591481245491,15.85318112982812,0
21,15.91470076531303,16.17425986715807,0
21,13.5766996051752,15.04284943755652,0
21,14.02240250750028,13.40646893666083,0
53,12.82213163903098,15.22318782380161,0
20,15.6763661470048,15.89169137219994,0
21,15.65349334618363,15.97649220824924,0
21,12.61911799757794,16.77214314245786,0
80,13.03427729514449,15.25689090988086,0
80,10.85940051666349,15.47914434225415,0
20,12.93486070587027,15.60746677979927,0
21,14.0922676551586,15.96212808248882,0
21,12.57248704338531,15.1972734968139,0
80,15.68266703007037,16.22123922102406,0
23,13.2125815156299,15.3518273677709,0
80,13.89975002194823,15.52445650352669,0
20,13.4662664096024,13.65765529406475,0
20,13.13166385488746,15.79882584075226,0
21,15.35439254719252,15.02329268379058,0
21,13.55329410888779,13.73218768633878,0
21,12.89628429130503,15.80983707085099,0
80,15.37264883162727,15.95148191190331,0
23,13.58869050224715,15.19778174710474,0
80,12.26002251889708,15.61364103922988,0
80,13.66602493759934,16.44517365387813,0
20,15.34554567080519,15.44883765222099,0
21,15.60667497581217,15.77655361118647,0
21,14.04369523977195,16.57440586446113,0
53,15.04899502017924,15.39078838248393,0
21,15.06857464220482,15.62364257375797,0
21,15.88890082127304,16.33705609429303,0
80,14.07601419894874,15.84206442894244,0
443,10.88221341356124,13.46166188373757,0
21,14.00920312008345,15.97657577218348,0
